Job_Title,Department,Min_Pay,Max_Pay,Min_Hours,Max_Hours,Job_Desc,Address,Phone_Number,Employer
3D shop assistant,Student Activities,8.49,8.49,1,10,"Student employee needed for the following duties; Empty trash containers. Clean shop equipment. Help arrange and organize all shop supplies, including instructional supplies. Use leaf-blower to keep metal shop floor clean. Assist in basic maintenance of all shops. If interested, please contact Ira Griffin Telephone number: 305-284-2145 E-mail: i.griffin@miami.edu (09)","150 Studio Arts, College of A&S - Art & Art His, 1537 Levante Ave, Coral Gables, FL 33146 2416",3052842145,"ART & ART HISTRY, Ira Griffin"
Communications Assistant,Other,10.00,10.00,1,10,"Intern will provide clerical  and administrative support. Intern will fulfill Publication/Magazine  request generated from email and phone calls, handle new patient packet  mailings, assist with mass mailings and organize storage facilities.","37-K, Office of Student Employment, Coral Gables, FL 33124",305-442-1776,"Ms Monica Wahler, Department of Alpha One Foundation"
Development Intern,Other,10.00,10.00,1,10,"This position entails supporting the Support Development department with  administrative and clerical duies, assist with mass mailings, and help  organize storage.","37-K, Office of Student Employment, Coral Gables, FL 33124",(305)284-6641,"Ms Angela McBride, Department of Alpha One Foundation"
Reception Front Desk,Other,8.05,10.00,1,10,"A student is needed to meet and greet museum visitors, answer telephone  and questions, admit visitors, complete basic office duties, and must be a  freshman or sophomore. Must have work study. ",101 Lowe Art Museum,(305)284-6980,"Lorraine Stassun, Department of LOWE ART MUSEUM"
Academic Tutor,Student Activities,9.00,12.00,1,10,"This position is for academic tutors within the Athletic Dept. Tutors are needed in all subject areas - science, math, social sciences, humanities, education, business, etc. This position is very flexible in hours and work load. Candidates must have a 3.0 cumulative GPA, must have earned at least a B in the courses in which they tutor, good communicator and responsive to email correspondence. Please apply online at:  http://theusports.com/academics Please contact Heather Koutrakos  Telephone 305-284-1951 E-mail: h.koutrakos@miami.edu ","236 Hecht Athletic Ctr Athletics Admin - Academic Services, 5821 San Amaro Dr, Coral Gables, FL 33146 2402", (305)284-1951 ,"MS Heather Koutrakos, Department of ATHLETICS ADMINISTRATION"
Student Fundraiser,Schools and Libraries,9.00,9.00,1,10,"Student Fundraisers are responsible for calling constituents of the  institution, providing institutional updates, stewarding fundraising  efforts and updating contact information. Students will utilize an  automated calling system in a professional and enthusiastic environment.  If interested, please contact Jhenell Kitson Telephone number:  305-284-2045 E-mail: jhenell.kitson@ruffalocody.com (09) ",contact employer,contact employer,"Jhenell Kitson, Department of ALUMNI RELATIONS"
student fundraiser,Other,9.00,9.00,1,10,"Student Fundraisers are responsible for calling constituents of the  institution, providing institutional updates, stewarding fundraising  efforts and updating contact information. Students will utilize an  automated calling system in a professional and enthusiastic environment.  If interested, please contact Jhenell Kitson Telephone number:  305-284-2045 E-mail: jhenell.kitson@ruffalocody.com (09) ",contact employer,contact employer,"ALUMNI RELATIONS, Jhenell Kitson"
Academic Tutor,Administrative Offices,9.00,12.00,1,10,"This position is for academic tutors within the Athletic Dept. Tutors are  needed in all subject areas - science, math, social sciences, humanities,  education, business, etc. This position is very flexible in hours and work  load. Candidates must have a 3.0 cumulative GPA, must have earned at  least a B in the courses in which they tutor, good communicator and  responsive to email correspondence. Please apply online at:  http://theusports.com/academics Please contact Heather Koutrakos  Telephone 305-284-1951 E-mail: h.koutrakos@miami.edu ","236 Hecht Athletic Ctr	 Athletics Admin - Academic Ser 5821 San Amaro Dr Coral Gables, FL 33146 2402",(305)284-1951 Ext.,"MS Heather Koutrakos, Department of ATHLETICS ADMINISTRATION"
Assessor,Administrative Offices,10.00,10.00,1,10,Student employee needed for the following duties; Help in the office with  research activities and assess students at middle schools. Training  will be provided.  Please contact Margarette Mahotiere Telephone number: 786-356-6274  E-mail: m.mahotiere@miami.edu ,"230J Orovitz	 Teaching & Learning 10 -STA 1507 Levante Ave Coral Gables, FL 33146 2416",(305)284-4696 Ext.,"Ms Margarette Mahotiere, Department of TEACHING AND LEARNING"
Graphic Designer,Administrative Offices,12.00,12.00,1,10,"Student Graphic Designer will assist the creative team with layout and  graphic design for email, social media, print, web, and video.  Designs marketing communications consistent with University style standards  while keeping the brand fresh and accessible. Manages graphic design-  related project requests from departments within the Division. Maintain and  organize image archives in digital asset manager. Must have knowledge of  Adobe Creative Cloud programs, including Photoshop, Illustrator, and  InDesign. Please email your resume & design portfolio to marcom@miami.edu. ","2275 Whitten UC Enrollment Mgmt - Marketing -S 1306 Stanford Dr Coral Gables, FL 33146",(305)284-6804 Ext.,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Graphic Designer,Student Activities,12.00,12.00,1,10,"Student Graphic Designer will assist the creative team with layout and  graphic design for email, social media, print, web, and video.  Designs marketing communications consistent with University style standards  while keeping the brand fresh and accessible. Manages graphic design-  related project requests from departments within the Division. Maintain and  organize image archives in digital asset manager. Must have knowledge of  Adobe Creative Cloud programs, including Photoshop, Illustrator, and  InDesign. Please email your resume & design portfolio to marcom@miami.edu. ","2275 Whitten UC, Enrollment Mgmt - Marketing -S, 1306 Stanford Dr, Coral Gables, FL 33146",3052846804,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Laboratory Assistant,Administrative Offices,9.15,9.15,1,10,"Undergraduate laboratory duties to include the preparation and  maintenance of reagents, materials and equipment for weekly laboratory  experiments; assist students with instrumentation issues, broken equipment,  refilling reagents, etc., and segregation of chemical waste. Also assist  with miscellaneous duties as required by laboratory administrator,  office manager and building receiving department. Contact Jim Metcalf  Telephone number: 305-284-5165 E-mail: jmetcalf@miami.edu  Schedule Mon 5pm-8:30pm Tue & Wed 8am-11am-6pm-9:30pm Fri 11am-3pm","310 Cox Science	 College of A&S - Chemistry -ST 1301 Memorial Dr Coral Gables, FL 33146 2508",(305)284-5165 Ext.,"MR James Metcalf JR, Department of CHEMISTRY"
Peer Tutor,Administrative Offices,8.25,12.00,1,10,"Peer Tutor needed for the following duties; Provide tutoring to current  UM students for various subject. Applicant must have completed at least  one semester at UM. Must maintain a cumulative GPA of 3.0 or higher and of  earned a grade of A or better in whichever courses they are applying to  tutor. Pay is contingent on level of courses, numbers of available hours  and experience. Please contact Teresita Martinez Telephone: 305-284-2800  E-mail: tutoring.arc@miami.edu Also, please download application at  umarc.miami.edu/arc/Be-A-Tutor.html ","N205 Whitten UC Academic Development Coral Gables, FL 33146",(305)284-6468,"MS Teresita Martinez, Department of ACADEMIC RESOURCE CENTER"
peer tutor,Schools and Libraries,8.25,12.00,1,10,"Peer Tutor needed for the following duties; Provide tutoring to current  UM students for various subject. Applicant must have completed at least  one semester at UM. Must maintain a cumulative GPA of 3.0 or higher and of  earned a grade of A or better in whichever courses they are applying to  tutor. Pay is contingent on level of courses, numbers of available hours  and experience. Please contact Teresita Martinez Telephone: 305-284-2800  E-mail: tutoring.arc@miami.edu Also, please download application at  umarc.miami.edu/arc/Be-A-Tutor.html ","N205 Whitten UC	 Academic Development Coral Gables, FL 33146 ",(305)284-6468,"SCHOOL OF EDUCATION, Teresita Martinez"
Peer Tutor,Student Activities,8.25,12.00,1,10,"Peer Tutor needed for the following duties; Provide tutoring to current UM students for various subject. Applicant must have completed at least one semester at UM. Must maintain a cumulative GPA of 3.0 or higher and of earned a grade of A or better in whichever courses they are applying to tutor. Pay is contingent on level of courses, numbers of available hours and experience. Please contact Teresita Martinez Telephone: 305-284-2800 E-mail: tutoring.arc@miami.edu Also, please download application at umarc.miami.edu/arc/Be-A-Tutor.html","N205 Whitten UC, Academic Development, Coral Gables, FL 33146",3052846468,"MS Teresita Martinez, Department of ACADEMIC RESOURCE CENTER"
Peer Tutor,Student Activities,8.25,12.00,1,10,"Peer Tutor needed for the following duties; Provide tutoring to current  UM students for various subject. Applicant must have completed at least  one semester at UM. Must maintain a cumulative GPA of 3.0 or higher and of  earned a grade of A or better in whichever courses they are applying to  tutor. Pay is contingent on level of courses, numbers of available hours  and experience. Please contact Teresita Martinez Telephone: 305-284-2800  E-mail: tutoring.arc@miami.edu Also, please download application at  umarc.miami.edu/arc/Be-A-Tutor.html ","N205 Whitten UC, Academic Development, Coral Gables, FL 33146",3052846468,"MS Teresita Martinez, Department of ACADEMIC RESOURCE CENTER"
peer tutor,Other,8.25,12.00,1,10,"Peer Tutor needed for the following duties; Provide tutoring to current  UM students for various subject. Applicant must have completed at least  one semester at UM. Must maintain a cumulative GPA of 3.0 or higher and of  earned a grade of A or better in whichever courses they are applying to  tutor. Pay is contingent on level of courses, numbers of available hours  and experience. Please contact Teresita Martinez Telephone: 305-284-2800  E-mail: tutoring.arc@miami.edu Also, please download application at  umarc.miami.edu/arc/Be-A-Tutor.html ","N205 Whitten UC	 Academic Development Coral Gables, FL 33146 ",(305)284-6468,"SCHOOL OF EDUCATION, Teresita Martinez"
Photographer,Student Activities,12.00,12.00,1,10,"Performs original, high quality photography that is accurate, clear and  reproducible as required. This may include but is not limited to:  Campus landmarks, On-site student events and classrooms, Building and  personnel shots for departmental web pages and/or publications.  Portraiture, Other duties as assigned. As needed, works on weekends and  evening shifts and travels to off-campus locations UM Coral Gables Campus,  Rosenstiel School and Miller School of Medicine. Please email your resume &  photography portfolio to marcom@miami.edu. ","2275 Whitten UC, Enrollment Mgmt - Marketing -S, 1306 Stanford Dr, Coral Gables, FL 33146",3052846804,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
PIER 21 Peer Educator,Administrative Offices,8.50,8.50,1,10,"Student Employee needed for the following duties; Creating and  implementing social marketing, promotional, and educational campaigns.  Creating and maintaining a presence for PIER 21 on social media including  Facebook, Instagram, blog, twitter, and tumbler. Aiding in assessment  through program reports and supporting plans and programs.Conducting  research on drug abuse and prevention. Participating in meetings for  President s Commission on Alcohol and Other Drugs. Please Contact: Jenni  Spangenberg Telephone Number:(305) 284-5353 Email:jenni@miami.edu ","200EL3 Whitten UC         STU AFFRS - Dean of Students - Dean of Students Office Coral Gables, FL 33146",(305)284-5353 Ext.,"Mrs Jennifer Spangenberg, Department of OFFICE OF THE DEAN OF STUDENTS"
PIER 21 Peer Educator,Student Activities,8.50,8.50,1,10,"Student Employee needed for the following duties; Creating and  implementing social marketing, promotional, and educational campaigns.  Creating and maintaining a presence for PIER 21 on social media including  Facebook, Instagram, blog, twitter, and tumbler. Aiding in assessment  through program reports and supporting plans and programs.Conducting  research on drug abuse and prevention. Participating in meetings for  President s Commission on Alcohol and Other Drugs. Please Contact: Jenni  Spangenberg Telephone Number:(305) 284-5353 Email:jenni@miami.edu ","200EL3 Whitten UC         STU AFFRS - Dean of Students - Dean of Students Office Coral Gables, FL 33146",(305)284-5353 Ext.,"Mrs Jennifer Spangenberg, Department of OFFICE OF THE DEAN OF STUDENTS"
Research Assistant,Administrative Offices,10.00,15.00,1,10,"The School Readiness Lab is seeking enthusiastic and reliable students to  join our lab! Our focus is on early education in Head Start preschool  classrooms. We are looking for 5 part time Research Assistants who are  available at least 2 mornings per week from 7:50am-12:30pm (10-15 hrs/week)  for Spring 2015 The Research Assistants will go to a variety of Head Start  Centers and administer assessments to preschoolers on science in laptops.  Bilingual in Spanish and English. If you would like more information,  please contact Heidi Guevara at hguevara@psy.miami.edu (04) ","335 Flipse College of A&S - Psychology 23 5665 Ponce De Leon Blvd Coral Gables, FL 33146 2510",(305)284-4552 Ext.,"MS Heidi Guevara, Department of PSYCHOLOGY"
research assistant,Student Activities,10.00,10.00,1,10,"The School Readiness Lab is seeking enthusiastic and reliable students to join our lab! Our focus is on early education in Head Start preschool classrooms. We are looking for 5 part time Research Assistants who are available at least 2 mornings per week from 7:50am-12:30pm (10-15 hrs/week) for Spring 2015 The Research Assistants will go to a variety of Head Start Centers and administer assessments to preschoolers on science in laptops. Bilingual in Spanish and English. If you would like more information, please contact Heidi Guevara at hguevara@psy.miami.edu (04)","335 Flipse, College of A&S - Psychology 23, 5665 Ponce De Leon Blvd, Coral Gables, FL 33146 2510",3052844552,SCHOOL OF ARCHITECTURE
Social media office assistant,Schools and Libraries,9.00,9.10,1,10,"Must be experienced in using social media mediums, i.e. Facebook,  Twitters, blogs, etc., and general office skills: filing, answering  phones, data entry.  Please contact Paula Mesa Telephone number: 305-284-3470  E-mail: pmesa@law.miami.edu ","C319 Law Admin (C)	 School of Law - Alumni & Devel 1311 Miller Dr Coral Gables, FL 33146 2300",(305)284-3470,"MS Paula Mesa, Department of SCHOOL OF LAW"
social media office assistant,Student Activities,9.00,9.00,1,10,"Must be experienced in using social media mediums, i.e. Facebook,  Twitters, blogs, etc., and general office skills: filing, answering  phones, data entry.  Please contact Paula Mesa Telephone number: 305-284-3470  E-mail: pmesa@law.miami.edu  ","C319 Law Admin (C)        School of Law - Alumni & Devel 1311 Miller Dr Coral Gables, FL 33146 2300",(305)284-3470,"LAW SCHOOL, Paula Mesa"
social media office assistant,Other,9.00,9.00,1,10,"Must be experienced in using social media mediums, i.e. Facebook,  Twitters, blogs, etc., and general office skills: filing, answering  phones, data entry.  Please contact Paula Mesa Telephone number: 305-284-3470  E-mail: pmesa@law.miami.edu ","C319 Law Admin (C)	 School of Law - Alumni & Devel 1311 Miller Dr Coral Gables, FL 33146 2300",(305)284-3470,"LAW SCHOOL, Paula Mesa"
Student Assistant,Administrative Offices,12.00,12.00,1,10,"The Department of Medicine, GI Division, is seeking a Student Assistant to  work on the Medical Campus to assist in the office of the Chief of the  Division. You will provide administrative support for multiple projects  assisting the Manager, Business Operations. General clerical support such  as data entry, making copies, faxing, maintaining the break room neat and  orderly, opening mail and assisting the manager as assigned. Basic computer  skills are required to fulfill the functions of this job. Performs other  duties as assigned. Please contact Kathy at k.raymond@med.miami.edu ","511 Gautier Med Rsch Medicine - Gastroenterology 1 1011 NW 15th St Miami, FL 33136 1019",(305)243-6404 Ext.,"MS Maria Riedmiller, Department of VP REAL ESTATE & FACILITIES"
Student Assistant,Administrative Offices,10.00,10.00,1,10,"Student employee needed for the following duties;photocopying and preparing  training folders to hand out to training participants, entering pre and  post basic survey data into computer database, documenting and tracking  what data needs to be entered and what has been entered, helping at  community-based training events and helping at team meetings. The  commitment will be for maximum of one year. Please contact: Samantha Dietz  Telephone Number: 305-284-6654 Email:sdietz@miami.edu ","315C Orovitz	 School of Education & Human De 1507 Levante Ave Coral Gables, FL 33146 2416",(305)284-6654 Ext.,"MRS Maria Palomino, Department of DERMATOLOGY & CUTANEOUS SURGER"
Student assistant,Medical Campus,9.00,9.00,1,10,"The Department of Medicine, GI Division, is seeking a Student Assistant to  work on the Medical Campus to assist in the office of the Chief of the  Division. You will provide administrative support for multiple projects  assisting the Manager, Business Operations. General clerical support such  as data entry, making copies, faxing, maintaining the break room neat and  orderly, opening mail and assisting the manager as assigned. Basic computer  skills are required to fulfill the functions of this job.","511 Gautier Med Rsch         Medicine - Gastroenterology 1 1011 NW 15th St Miami, FL 33136 1019",(305)243-6404 Ext.,"CIVIL, ARCHITECTURAL & ENV ENG"
Student Assistant,Student Activities,8.50,9.09,1,10,"The Department of Medicine, GI Division, is seeking a Student Assistant to  work on the Medical Campus to assist in the office of the Chief of the  Division. You will provide administrative support for multiple projects  assisting the Manager, Business Operations. General clerical support such  as data entry, making copies, faxing, maintaining the break room neat and  orderly, opening mail and assisting the manager as assigned. Basic computer  skills are required to fulfill the functions of this job. Performs other  duties as assigned. Please contact Kathy at k.raymond@med.miami.edu  ","511 Gauter Med Rsch, Medicine - Gastroenterology 1, 1011 NW 15th St, Miami, FL 33136 1019",3052436404,"MS Ana Aguilar, Department of INTENSIVE ENGLISH PROGRAMS"
Student Fundraiser,Administrative Offices,9.00,9.00,1,10,"Student Fundraisers are responsible for calling constituents of the  institution, providing institutional updates, stewarding fundraising  efforts and updating contact information. Students will utilize an  automated calling system in a professional and enthusiastic environment.  If interested, please contact Jhenell Kitson Telephone number:  305-284-2045 E-mail: jhenell.kitson@ruffalocody.com (09) ",There is no contact address on file for this employer.,305-284-2045,"Jhenell Kitson, Department of ALUMNI RELATIONS"
student fundraiser,Student Activities,9.00,9.00,1,10,"Student Fundraisers are responsible for calling constituents of the institution, providing institutional updates, stewarding fundraising efforts and updating contact information. Students will utilize an automated calling system in a professional and enthusiastic environment. E-mail: jhenell.kitson@ruffalocody.com",,3052842045,"ALUMNI RELATIONS, Jhenell Kitson"
Videographer,Student Activities,12.00,12.00,1,10,"Shoots original, high quality video content that is accurate, clear  and reproducible as required. Campus landmarks, On-site student events  and classrooms. Building and personnel shots for departmental b-roll.  As needed, works on weekends and evening shifts and travels to off-campus  locations (UM Coral Gables Campus, Rosenstiel & Miller School of Medicine.  Please email your resume and video portfolio to marcom@miami.edu  and tell us what you hope to learn and/or develop in this position. ","2275 Whitten UC, Enrollment Mgmt - Marketing -S, 1306 Stanford Dr, Coral Gables, FL 33146",3052846804,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Writer,Student Activities,12.00,12.00,1,10,"You will be working with the Associate and Assistant Director to plan,  develop, and coordinate communications for publications, web, marketing  materials, and other projects to promote the University of Miami mission.  Responsibilities inculde; Write for an array of media - primarily social  media but also email, print publications, and web. Find and develop leads  and campus stories, which may include profiles, with high visibility and  exposure. Please email your resume 2-3 writing samples, & cover letter  telling us what you would bring to this position to marcom@miami.edu ","2275 Whitten UC, Enrollment Mgmt - Marketing -S, 1306 Stanford Dr, Coral Gables, FL 33146",3052846804,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Photographer,Administrative Offices,12.00,12.00,1,10,"Performs original, high quality photography that is accurate, clear and  reproducible as required. This may include but is not limited to:  Campus landmarks, On-site student events and classrooms, Building and  personnel shots for departmental web pages and/or publications.  Portraiture, Other duties as assigned. As needed, works on weekends and  evening shifts and travels to off-campus locations UM Coral Gables Campus,  Rosenstiel School and Miller School of Medicine. Please email your resume &  photography portfolio to marcom@miami.edu. ","2275 Whitten UC Enrollment Mgmt - Marketing -S 1306 Stanford Dr Coral Gables, FL 33146",(305)284-6804 Ext.,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Videographer,Administrative Offices,12.00,12.00,1,10,"Shoots original, high quality video content that is accurate, clear  and reproducible as required. Campus landmarks, On-site student events  and classrooms. Building and personnel shots for departmental b-roll.  As needed, works on weekends and evening shifts and travels to off-campus  locations (UM Coral Gables Campus, Rosenstiel & Miller School of Medicine.  Please email your resume and video portfolio to marcom@miami.edu  and tell us what you hope to learn and/or develop in this position. ","2275 Whitten UC Enrollment Mgmt - Marketing -S 1306 Stanford Dr Coral Gables, FL 33146",(305)284-6804 Ext.,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
Assessor,Student Activities,10.00,10.00,1,10,Student employee needed for the following duties; Help in the office with  research activities and assess students at middle schools. Training  will be provided.  Please contact Margarette Mahotiere Telephone number: 786-356-6274  E-mail: m.mahotiere@miami.edu  ,"230J Orovitz, Teaching & Learning 10 -STA, 1507 Levante Ave, Coral Gables, FL 33146 2416",3052844696,"Ms Margarette Mahotiere, Department of TEACHING AND LEARNING"
Laboratory Assistant,Student Activities,9.15,9.15,1,10,"Undergraduate laboratory duties to include the preparation and  maintenance of reagents, materials and equipment for weekly laboratory  experiments; assist students with instrumentation issues, broken equipment,  refilling reagents, etc., and segregation of chemical waste. Also assist  with miscellaneous duties as required by laboratory administrator,  office manager and building receiving department. Contact Jim Metcalf  Telephone number: 305-284-5165 E-mail: jmetcalf@miami.edu  Schedule Mon 5pm-8:30pm Tue & Wed 8am-11am-6pm-9:30pm Fri 11am-3pm  ","310 Cox Science         College of A&S - Chemistry -ST 1301 Memorial Dr Coral Gables, FL 33146 2508",(305)284-5165,"MR James Metcalf JR, Department of CHEMISTRY"
Student Assistant,Medical Campus,9.00,9.00,1,10,"The Department of Medicine, GI Division, is seeking a Student Assistant to  work on the Medical Campus to assist in the office of the Chief of the  Division. You will provide administrative support for multiple projects  assisting the Manager, Business Operations. General clerical support such  as data entry, making copies, faxing, maintaining the break room neat and  orderly, opening mail and assisting the manager as assigned. Basic computer  skills are required to fulfill the functions of this job. ","511 Gautier Med Rsch         Medicine - Gastroenterology 1 1011 NW 15th St Miami, FL 33136 1019",305)243-6404 Ext.,"MRS Maria Aldana, Department of CIVIL, ARCHITECTURAL & ENV ENG"
Writer,Administrative Offices,12.00,12.00,1,10,"You will be working with the Associate and Assistant Director to plan,  develop, and coordinate communications for publications, web, marketing  materials, and other projects to promote the University of Miami mission.  Responsibilities inculde; Write for an array of media - primarily social  media but also email, print publications, and web. Find and develop leads  and campus stories, which may include profiles, with high visibility and  exposure. Please email your resume 2-3 writing samples, & cover letter  telling us what you would bring to this position to marcom@miami.edu ","2275 Whitten UC Enrollment Mgmt - Marketing -S 1306 Stanford Dr Coral Gables, FL 33146",(305)284-6804 Ext.,"Ms Nichole D'Arco, Department of MARKET RESEARCH"
3D Shop Assistant,Administrative Offices,8.49,8.49,1,10,"Student employee needed for the following duties; Empty trash containers.  Clean shop equipment. Help arrange and organize all shop supplies,  including instructional supplies. Use leaf-blower to keep metal shop  floor clean. Assist in basic maintenance of all shops.  If interested, please contact Ira Griffin Telephone number: 305-284-2145  E-mail: i.griffin@miami.edu (09) ","150 Studio Arts College of A&S - Art & Art His 1537 Levante Ave Coral Gables, FL 33146 2416",(305)284-2145 Ext.,"MR Ira Griffin III, Department of ART & ART HISTORY"
3D Shop Assistant,Schools and Libraries,8.49,8.49,1,10,"Student employee needed for the following duties; Empty trash containers.  Clean shop equipment. Help arrange and organize all shop supplies,  including instructional supplies. Use leaf-blower to keep metal shop  floor clean. Assist in basic maintenance of all shops.  If interested, please contact Ira Griffin Telephone number: 305-284-2145  E-mail: i.griffin@miami.edu (09) ","150 Studio Arts  College of A&S - Art & Art His 1537 Levante Ave Coral Gables, FL 33146 2416",(305)284-2145 Ext,"MR Ira Griffin III, Department of ART & ART HISTORY"
3D shop assistant,Other,8.49,8.49,1,10,"Student employee needed for the following duties; Empty trash containers.  Clean shop equipment. Help arrange and organize all shop supplies,  including instructional supplies. Use leaf-blower to keep metal shop  floor clean. Assist in basic maintenance of all shops.  If interested, please contact Ira Griffin Telephone number: 305-284-2145  E-mail: i.griffin@miami.edu (09) ","150 Studio Arts  College of A&S - Art & Art His 1537 Levante Ave Coral Gables, FL 33146 2416",(305)284-2145 Ext,"ART & ART HISTRY, Ira Griffin"
Student Web Designer,Administrative Offices,18.00,18.00,1,10,"Student employee needed for the following duties; Design & maintain  the departments web page. Must have experience in designing web pages.  This position is located on the Medical campus.  For more information, please contact Ida Collazo Telephone number:  305-243-3158 E-mail: ICollazo@miami.edu ","121 Gautier Med Rsch MSOM - Biochemistry & Molecula 1011 NW 15th St Miami, FL 33136 1019",(305)243-3158 Ext.,"MS Ida Collazo, Department of BIOCHEMISTRY & MOLECULAR BIOLO"
Student Web Designer,Medical Campus,18.00,18.00,1,10,Student employee needed for the following duties; Design & maintain  the departments web page. Must have experience in designing web pages.  This position is located on the Medical campus. ,"121 Gautier Med Rsch       MSOM - Biochemistry & Molecula 1011 NW 15th St Miami, FL 33136 1019",(305)243-3158 Ext.,"MS Ida Collazo, Department of BIOCHEMISTRY & MOLECULAR BIOLO"
Student Web Designer,Student Activities,18.00,18.00,1,10,"Student employee needed for the following duties; Design & maintain  the departments web page. Must have experience in designing web pages.  This position is located on the Medical campus.  For more information, please contact Ida Collazo Telephone number:  305-243-3158 E-mail: ICollazo@miami.edu ","121 Gautier Med Rsch, MSOM - Biochemistry & Molecula, 1011 NW 15th St, Miami, FL 33136 1019",3052433158,"MS Ida Collazo, Department of BIOCHEMISTRY & MOLECULAR BIOLO"
Equipment Room,Student Activities,8.05,8.05,1,10,"Student employee needed to assist the Equipment Room in the School of  Communication. Check in and check out equipment, inventory, answer phones,  run errands, filing and other duties as assigned. Will Train.  Please contact Marcia Gumbs Telephone number: 305-284-2198  E-mail: mgumbs@miami.edu ","1013 Wolfson, School of Communication 1 -STA, 5100 Brunson Dr, Coral Gables, FL 33146 2413",3052843864,"MR Tod Landess, Department of SCHOOL OF COMMUNICATION"
Work study,Schools and Libraries,8.05,8.05,1,10,"Student employee needed to assist the Equipment Room in the School of  Communication. Check in and check out equipment, inventory, answer phones,  run errands, filing and other duties as assigned. Will Train.  Please contact Marcia Gumbs Telephone number: 305-284-2198  E-mail: mgumbs@miami.edu ","1013 Wolfson	 School of Communication 1 -STA 5100 Brunson Dr Coral Gables, FL 33146 2413",(305)284-3864 Ext.,"SCHOOL OF COMMUNICATION, Marcia Gumbs"
Work study,Other,8.05,8.05,1,10,"Student employee needed to assist the Equipment Room in the School of  Communication. Check in and check out equipment, inventory, answer phones,  run errands, filing and other duties as assigned. Will Train.  Please contact Marcia Gumbs Telephone number: 305-284-2198  E-mail: mgumbs@miami.edu ","1013 Wolfson	 School of Communication 1 -STA 5100 Brunson Dr Coral Gables, FL 33146 2413",(305)284-3864 Ext.,"SCHOOL OF COMMUNICATION, Marcia Gumbs"
Work Study,Administrative Offices,8.05,10.99,1,10,"Student employee needed to assist the Equipment Room in the School of  Communication. Check in and check out equipment, inventory, answer phones,  run errands, filing and other duties as assigned. Will Train.  Please contact Marcia Gumbs Telephone number: 305-284-2198  E-mail: mgumbs@miami.edu ","1013 Wolfson	 School of Communication 1 -STA 5100 Brunson Dr Coral Gables, FL 33146 2413",(305)284-3864 Ext.,"MR Tod Landess, Department of SCHOOL OF COMMUNICATION"
Photo Lab Monitor,Administrative Offices,8.05,8.05,1,10,"Student assistant needed for the following responsibilities; Will be  working in a photo lab dark room, mixing chemicals, will be performing  computer lab supervision. We prefer someone with photo expierecnce but not  required.  If interested, please contact Lamia Khorishid Telephone number:  786-393-8448 E-mail: L.khorshid@umiami.edu (04) ","114 Rainbow College of A&S - Art & Art His 1540 Levante Ave Coral Gables, FL 33146 2417",(305)284-6955,"ART & ART HISTORY, Lamia Khorishid"
Photo Lab Monitor,Student Activities,8.05,8.05,1,10,"Student assistant needed for the following responsibilities; Will be working in a photo lab dark room, mixing chemicals, will be performing computer lab supervision. We prefer someone with photo expierecnce but not required. If interested, please contact Lamia Khorishid Telephone number: 786-393-8448 E-mail: L.khorshid@umiami.edu (04)","114 Rainbow, College of A&S - Art & Art His, 1540 Levante Ave, Coral Gables, FL 33146 2417",3052846855,"ART & ART HISTORY, Lamia Khorishid"
Photo Lab Monitor,Schools and Libraries,8.05,8.05,1,10,"Student assistant needed for the following responsibilities; Will be  working in a photo lab dark room, mixing chemicals, will be performing  computer lab supervision. We prefer someone with photo expierecnce but not  required.  If interested, please contact Lamia Khorishid Telephone number:  786-393-8448 E-mail: L.khorshid@umiami.edu (04) ","114 Rainbow	 College of A&S - Art & Art His 1540 Levante Ave Coral Gables, FL 33146 2417",(305)284-6955,"Ms Annalise Fernandez, Department of ART & ART HISTORY"
Photo Lab Monitor,Other,8.05,8.05,1,10,"Student assistant needed for the following responsibilities; Will be  working in a photo lab dark room, mixing chemicals, will be performing  computer lab supervision. We prefer someone with photo expierecnce but not  required.  If interested, please contact Lamia Khorishid Telephone number:  786-393-8448 E-mail: L.khorshid@umiami.edu (04) ","114 Rainbow	 College of A&S - Art & Art His 1540 Levante Ave Coral Gables, FL 33146 2417",(305)284-6955,"Ms Annalise Fernandez, Department of ART & ART HISTORY"
Office Assistant,Administrative Offices,11.00,11.00,1,10,"Student employee needed for the following duties; Distribute mail, filing,  data base entery, maintain copy machine, errands, office organization,  assisting faculty/staff, make copies, stock room organizing.  If interested, please contact Marilyn deNarvaez Telephone number:  305-284-3711 E-mail: mdenarvaez@miami.edu (02) ","312 Merrick Teaching & Learning 8 -STA 5202 University Dr Coral Gables, FL 33146",(305)284-3711 Ext.,"MS Ana Silvera, Department of CONTINUING MEDICAL EDUCATION"
